sample_index,publication_id,reference_id,reference_order,parsed_title,parsed_journal,parsed_year,parsed_authors,parser,crossref_query,context
6847,1336140,24067064,15,2008 global krizi sonrası Türkiye’de aracı kurumlarda etkinlik ve etkinliği belirleyen faktörler: 2008-2017 dönemi,Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2019,"Çelik, İ",apa,"2008 global krizi sonrası Türkiye’de aracı kurumlarda etkinlik ve etkinliği belirleyen faktörler: 2008-2017 dönemi Çelik, İ Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi 2019","Çelik, İ. E. (2019). 2008 global krizi sonrası Türkiye’de aracı kurumlarda etkinlik ve etkinliği belirleyen faktörler: 2008-2017 dönemi. Süleyman Demirel Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 24(3), 479-494."
6848,1336140,24067104,55,Aracı kurumların finansal performanslarının Topsis yöntemi ile incelenmesi,Mali Çözüm Dergisi,2018,"Tezergil, S",apa,"Aracı kurumların finansal performanslarının Topsis yöntemi ile incelenmesi Tezergil, S Mali Çözüm Dergisi 2018","Tezergil, S. A. (2018). Aracı kurumların finansal performanslarının Topsis yöntemi ile incelenmesi. Mali Çözüm Dergisi, 28, 43-58."
6859,1250146,20090381,13,,,2017,,unparsed,,"Ertuğrul, Resul. “Kur’an’da Helâk Olan Kavimlerde Suç-Ceza Uyumu-I”. Bayburt Üniversitesi İlahiyat Fakültesi Dergisi 3/5 (2017), 165-185."
6890,1282984,21810619,24,Assessing the trend of the research on integrated reporting: A bibliometric review,Journal of Management Information and Decision Sciences,2021,"Othman, M., & Basnan, N",apa,"Assessing the trend of the research on integrated reporting: A bibliometric review Othman, M., & Basnan, N Journal of Management Information and Decision Sciences 2021","Othman, M., & Basnan, N. (2021). Assessing the trend of the research on integrated reporting: A bibliometric review. Journal of Management Information and Decision Sciences, 24(S1), 1-18."
6919,1328772,23756006,50,,,2019,,unparsed,,"Özdemir, N. (2019). Kuşaklararasılık ve kültürel değişme. Çocuk ve Medeniyet Dergisi, 4(7), 125-148."
6920,1208863,18334315,24,Fruit fly infestation in mango: A threat to the Horticultural sector in Uganda,Uganda Journal of Agricultural Science,2014,"Nankinga, C.M., Isabirye, B.E., Muyinza, H., Rwomushana, I., Stevenson, PC., Mayamba, A., Aool, W., & Akol, A.M",apa,"Fruit fly infestation in mango: A threat to the Horticultural sector in Uganda Nankinga, C.M., Isabirye, B.E., Muyinza, H., Rwomushana, I., Stevenson, PC., Mayamba, A., Aool, W., & Akol, A.M Uganda Journal of Agricultural Science 2014","Nankinga, C.M., Isabirye, B.E., Muyinza, H., Rwomushana, I., Stevenson, PC., Mayamba, A., Aool, W., & Akol, A.M. (2014). Fruit fly infestation in mango: A threat to the Horticultural sector in Uganda. Uganda Journal of Agricultural Science, 15, 1-14."
6924,1292315,22030264,20,,,2010,,unparsed,,"Özgüdenli, O. G. (2010). Şîraz. TDV İslam Ansiklopedisi, (C.39, 182-184) İstanbul: TDV İslam Araştırmaları Merkezi."
6941,1261096,20649328,58,Bayburt’ta değirmencilik ve etrafında gelişen kültürel unsurlar,Bayburt İnsan ve Toplum Bilimleri Fakültesi Dergisi,2021,"Seymen, A",apa,"Bayburt’ta değirmencilik ve etrafında gelişen kültürel unsurlar Seymen, A Bayburt İnsan ve Toplum Bilimleri Fakültesi Dergisi 2021","Seymen, A. (2021). Bayburt’ta değirmencilik ve etrafında gelişen kültürel unsurlar. Bayburt İnsan ve Toplum Bilimleri Fakültesi Dergisi, 9, 111-126."
6972,1357126,24897575,64,Architecture from teaching to learning to practice: Authentic learning tasks in developing professional competencies,Int J Educ Pedagog Sci,2012,"(64) Utaberta, N., Hassanpour, B., Surat, M., Ani, A",apa,"Architecture from teaching to learning to practice: Authentic learning tasks in developing professional competencies (64) Utaberta, N., Hassanpour, B., Surat, M., Ani, A Int J Educ Pedagog Sci 2012","(64) Utaberta, N., Hassanpour, B., Surat, M., Ani, A. C., & Tawil, N. M. (2012). Architecture from teaching to learning to practice: Authentic learning tasks in developing professional competencies. Int J Educ Pedagog Sci, 6(7), 1809–1812."
6980,1342857,24323065,19,Conspectus generum Ophionidum Sueciae,Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar,1859,"Holmgren, A.E",apa,"Conspectus generum Ophionidum Sueciae Holmgren, A.E Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar 1859","Holmgren, A.E. (1859). Conspectus generum Ophionidum Sueciae. Öfversigt af Kongliga Vetenskaps-Akademiens Förhandlingar, 15(1858), 321-330."
6992,1292468,22989722,32,Stratejik iletişim yönetiminde dijital kanalların önemi: Halkla ilişkiler uygulayıcılarının dijital kanal kullanımlarına yönelik niteliksel bir araştırma,Uluslararası Halkla İlişkiler ve Reklam Çalışmaları Dergisi,2018,"Karsak, B., Altuntaş, E",apa,"Stratejik iletişim yönetiminde dijital kanalların önemi: Halkla ilişkiler uygulayıcılarının dijital kanal kullanımlarına yönelik niteliksel bir araştırma Karsak, B., Altuntaş, E Uluslararası Halkla İlişkiler ve Reklam Çalışmaları Dergisi 2018","Karsak, B., Altuntaş, E. Y. ve Demren, G. A. S. (2018). Stratejik iletişim yönetiminde dijital kanalların önemi: Halkla ilişkiler uygulayıcılarının dijital kanal kullanımlarına yönelik niteliksel bir araştırma. Uluslararası Halkla İlişkiler ve Reklam Çalışmaları Dergisi, 1(1), 6-17."
6996,1270301,20940455,6,Osmanlı Devletiʼnde Vakıf Yönetiminde Tevliyet: İstanbul Örneği,Yönetim Bilimleri Dergisi,2018,"Arslanboğa, K",apa,"Osmanlı Devletiʼnde Vakıf Yönetiminde Tevliyet: İstanbul Örneği Arslanboğa, K Yönetim Bilimleri Dergisi 2018","Arslanboğa, K. (2018). Osmanlı Devletiʼnde Vakıf Yönetiminde Tevliyet: İstanbul Örneği. Yönetim Bilimleri Dergisi, 16 (32), 551-558. [CrossRef]"
6997,1270301,20940469,20,Awqaf In History and Its Implications for Modern Islamic Economies,Islamic Economic Studies,1998,"Çizakça, M",apa,"Awqaf In History and Its Implications for Modern Islamic Economies Çizakça, M Islamic Economic Studies 1998","Çizakça, M. (1998). Awqaf In History and Its Implications for Modern Islamic Economies. Islamic Economic Studies, 6(1), 43-70. [CrossRef]"
7010,1269706,21475308,17,Fen eğitiminde web tabanlı eğitimin akademik başarılarına ve tutumlarına etkisi,Çukurova Üniversitesi Eğitim Fakültesi Dergisi,2010,"Çetin, O., & Günay, Y",apa,"Fen eğitiminde web tabanlı eğitimin akademik başarılarına ve tutumlarına etkisi Çetin, O., & Günay, Y Çukurova Üniversitesi Eğitim Fakültesi Dergisi 2010","Çetin, O., & Günay, Y. (2010). Fen eğitiminde web tabanlı eğitimin akademik başarılarına ve tutumlarına etkisi. Çukurova Üniversitesi Eğitim Fakültesi Dergisi, 3(38), 19-34."
7011,1269706,21475358,67,"ELearning Sudan, Formal Learning for Out-of-School Children",Electronic Journal of e-Learning,2016,"Stubbé, H., Badri, A., Telford, R., van der Hulst, A., & van Joolingen, W",apa,"ELearning Sudan, Formal Learning for Out-of-School Children Stubbé, H., Badri, A., Telford, R., van der Hulst, A., & van Joolingen, W Electronic Journal of e-Learning 2016","Stubbé, H., Badri, A., Telford, R., van der Hulst, A., & van Joolingen, W. (2016). ELearning Sudan, Formal Learning for Out-of-School Children. Electronic Journal of e-Learning, 14(2), 136- 149."
7012,1286382,21773401,3,,,,,unparsed,,"Adımlar (1943b), “Köyün İçinden: Köy Anlayışında Parçacı Görüşler”, Adımlar Dergisi, 3: 109-112."
7025,1265221,20717847,1,Sosyal Bilgiler Ders Kitaplarında İhtilaflı Konular İçerisinde Yer Alan 'Aile' Kavramının İncelenmesi: Bir İçerik Analizi,Trakya Üniversitesi Eğitim Fakültesi Dergisi,2016,"Akman, Ö",apa,"Sosyal Bilgiler Ders Kitaplarında İhtilaflı Konular İçerisinde Yer Alan 'Aile' Kavramının İncelenmesi: Bir İçerik Analizi Akman, Ö Trakya Üniversitesi Eğitim Fakültesi Dergisi 2016","Akman, Ö. & Bastık, U. (2016). Sosyal Bilgiler Ders Kitaplarında İhtilaflı Konular İçerisinde Yer Alan 'Aile' Kavramının İncelenmesi: Bir İçerik Analizi. Trakya Üniversitesi Eğitim Fakültesi Dergisi, 6(2), 247-263."
7030,1325895,23628454,2,Occupational injuries admitted to the emergency department,Ulus Travma Acil Cerrahi Derg,2010,"Ozkan S, Kiliç S, Durukan P",vancouver,"Occupational injuries admitted to the emergency department Ozkan S, Kiliç S, Durukan P Ulus Travma Acil Cerrahi Derg 2010","Ozkan S, Kiliç S, Durukan P, et al. Occupational injuries admitted to the emergency department. Ulus Travma Acil Cerrahi Derg. 2010;16:241-7."
7044,1229611,19484198,7,Comparatıve advantages of greece ın ınternatıonal trade ın servıces for the perıod 2011-2020,Konowledge International Journal,2021,"Dimanov, D",apa,"Comparatıve advantages of greece ın ınternatıonal trade ın servıces for the perıod 2011-2020 Dimanov, D Konowledge International Journal 2021","Dimanov, D. K. (2021). Comparatıve advantages of greece ın ınternatıonal trade ın servıces for the perıod 2011-2020. Konowledge International Journal, 48(1), 91-95."
7049,1179619,16849045,5,,,2007,,unparsed,,"5. Umut AL, Coştur R. Türk Psikoloji Dergisi’nin bibliyometrik profili. Türk Kütüphaneciliği 2007:21(2):142-163."
7056,1315747,23130995,20,Thrombotic complications in paroxysmal nocturnal haemoglobinuria: a literature review,Blood Transfus,2012,"Malato A, Saccullo G, Coco LL, Mancuso S, Santoro M, Martino S, Zammit V, Sprini D, Siragusa S",vancouver,"Thrombotic complications in paroxysmal nocturnal haemoglobinuria: a literature review Malato A, Saccullo G, Coco LL, Mancuso S, Santoro M, Martino S, Zammit V, Sprini D, Siragusa S Blood Transfus 2012","20. Malato A, Saccullo G, Coco LL, Mancuso S, Santoro M, Martino S, Zammit V, Sprini D, Siragusa S. Thrombotic complications in paroxysmal nocturnal haemoglobinuria: a literature review. Blood Transfus. 2012;10:428-435."
7059,1360576,25055597,61,,,2001,,unparsed,,"Valdiya, K. S. 2001. Reactivation of terrane-defining boundary thrusts in central sector of the Himalaya: implications. Current Science 81, 1418–1430."
7077,1311825,22848464,43,The Impact of Structural Reforms on Economic Growth in Turkey: Evidence from Linear and Nonlinear ARDL Modeling,Estudios de Economía,2021,"Yalçınkaya, Ö., Daştan, M",apa,"The Impact of Structural Reforms on Economic Growth in Turkey: Evidence from Linear and Nonlinear ARDL Modeling Yalçınkaya, Ö., Daştan, M Estudios de Economía 2021","Yalçınkaya, Ö., Daştan, M. ve Karabulut, K. (2021). The Impact of Structural Reforms on Economic Growth in Turkey: Evidence from Linear and Nonlinear ARDL Modeling. Estudios de Economía, 48, 59-87."
7089,1343012,24329515,5,Feed cost/production income analysis of seabass (Dicentrarchus labrax) aquaculture,International Journal of Ecosystems and Ecology Science,2017,"Baki, B., & Yücel, S",apa,"Feed cost/production income analysis of seabass (Dicentrarchus labrax) aquaculture Baki, B., & Yücel, S International Journal of Ecosystems and Ecology Science 2017","Baki, B., & Yücel, S. (2017). Feed cost/production income analysis of seabass (Dicentrarchus labrax) aquaculture. International Journal of Ecosystems and Ecology Science, 7:859-64."
7090,1247440,19964997,53,E-Spor ve Turizm İlişkisi: Organizatörler ve Katılımcılar Gözünden Bir Değerlendirme,Journal of New Tourism Trends,2021,"Pirci, T",apa,"E-Spor ve Turizm İlişkisi: Organizatörler ve Katılımcılar Gözünden Bir Değerlendirme Pirci, T Journal of New Tourism Trends 2021","Pirci, T. K. & Dalgıç, A. (2021). E-Spor ve Turizm İlişkisi: Organizatörler ve Katılımcılar Gözünden Bir Değerlendirme. Journal of New Tourism Trends, 2(2), 108-124."
7099,1192652,17488622,16,,,2019,,unparsed,,"Chaurasia, A.R. (2019). Economic growth and population transition in India: 2001-2011, Demography India, 48(1), 1-18."
7106,1368386,25375952,6,Early school leaving in the lower vocational track: Triangulation of quantitative data,Adolescence,2005,"Beekhoven, S., & Dekkers, H",apa,"Early school leaving in the lower vocational track: Triangulation of quantitative data Beekhoven, S., & Dekkers, H Adolescence 2005","Beekhoven, S., & Dekkers, H. (2005). Early school leaving in the lower vocational track: Triangulation of quantitative data. Adolescence, 40(57), 197–213."
7117,1250332,20098329,6,Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi,Beslenme ve Diyet Dergisi,2009,"Büyüktuncer, Z",apa,"Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi Büyüktuncer, Z Beslenme ve Diyet Dergisi 2009","Büyüktuncer, Z. & Yücecan, S. (2009). Türk mutfağının beslenme ve sağlık açısından değerlendirilmesi. Beslenme ve Diyet Dergisi, 37(1-2), 93-100."
7137,1341177,25091160,42,,,2001,,unparsed,,"Türkeş, M., 2001. Hava, İklim, Şiddetli Hava Olayları ve Küresel Isınma. T.C. Başbakanlık Devlet Meteoroloji İşleri Genel Müdürlüğü 2000 Yılı Seminerleri, Teknik Sunumlar, Seminerler Dizisi: 1, 187-205."
7138,1286020,22124036,33,"Studies on the feeding capacity and life history of a mycophagous coccinellid, Halyzia hauseri Mader, in Kunming",Annales Entomologici Sinici,1951,"Liu, C.L",loose_year,"Studies on the feeding capacity and life history of a mycophagous coccinellid, Halyzia hauseri Mader, in Kunming Liu, C.L Annales Entomologici Sinici 1951","Liu, C.L. 1951. Studies on the feeding capacity and life history of a mycophagous coccinellid, Halyzia hauseri Mader, in Kunming. Annales Entomologici Sinici, 1:1–15."
7158,1311848,22850964,75,Hizmet işletmelerinde iç müşteri yaklaşımının çalışanların müşteri yönlü davranış geliştirmesindeki rolü,Organizasyon ve Yönetim Bilimleri Dergisi,2013,"Uygun, M., Güner, E., & Sinan, M",apa,"Hizmet işletmelerinde iç müşteri yaklaşımının çalışanların müşteri yönlü davranış geliştirmesindeki rolü Uygun, M., Güner, E., & Sinan, M Organizasyon ve Yönetim Bilimleri Dergisi 2013","Uygun, M., Güner, E., & Sinan, M. (2013). Hizmet işletmelerinde iç müşteri yaklaşımının çalışanların müşteri yönlü davranış geliştirmesindeki rolü. Organizasyon ve Yönetim Bilimleri Dergisi, 5(1), 129-149."
7194,1320152,23381820,19,Cezalandırma ve Topluma Yeniden Kazandırma. Prof. Dr,"Hakan PEKCANITEZ’e Armağan, DEÜHFD",2014,"BACAKSIZ, P",apa,"Cezalandırma ve Topluma Yeniden Kazandırma. Prof. Dr BACAKSIZ, P Hakan PEKCANITEZ’e Armağan, DEÜHFD 2014","BACAKSIZ, P. (2014). Cezalandırma ve Topluma Yeniden Kazandırma. Prof. Dr. Hakan PEKCANITEZ’e Armağan, DEÜHFD, 16(Özel Sayı), 4917-4941."
7212,1337106,24101876,17,Integration of web 2.0 tools in learning a programming course,Turkish Online Journal of Educational Technology,2014,"Majid, A",apa,"Integration of web 2.0 tools in learning a programming course Majid, A Turkish Online Journal of Educational Technology 2014","Majid, A. A. N. (2014). Integration of web 2.0 tools in learning a programming course. Turkish Online Journal of Educational Technology, 13(4), 88-94."
7220,1197235,17774566,33,2009 yerel seçimlerinin Türk blog ve forum ortamlarına yansımaları,ODTÜ Sosyal Bilimler Enstitüsü Sosyal Bilimler Araştırmaları Dergisi,2011,"Yılmaz, M",apa,"2009 yerel seçimlerinin Türk blog ve forum ortamlarına yansımaları Yılmaz, M ODTÜ Sosyal Bilimler Enstitüsü Sosyal Bilimler Araştırmaları Dergisi 2011","Yılmaz, M. (2011). 2009 yerel seçimlerinin Türk blog ve forum ortamlarına yansımaları. ODTÜ Sosyal Bilimler Enstitüsü Sosyal Bilimler Araştırmaları Dergisi, 2(2), 171-188."
7232,1310301,23743000,28,Feminist Gerontoloji Bağlamında Yaşlılığın Kadınsallaşması,Sağlık Bilimleri ve Meslekleri Dergisi,2018,"Irmak, H",apa,"Feminist Gerontoloji Bağlamında Yaşlılığın Kadınsallaşması Irmak, H Sağlık Bilimleri ve Meslekleri Dergisi 2018","Irmak, H. S., ve Artan, T. (2018). Feminist Gerontoloji Bağlamında Yaşlılığın Kadınsallaşması. Sağlık Bilimleri ve Meslekleri Dergisi, 5(2), 236-243."
7242,1342946,25055129,27,Prevalence and intensity of dyspnea in advanced cancer and its impact on quality of life,Indian J Palliat Care,2018,"Damani A, Ghoshal A, Salins N, Deodhar J, Muckaden M",vancouver,"Prevalence and intensity of dyspnea in advanced cancer and its impact on quality of life Damani A, Ghoshal A, Salins N, Deodhar J, Muckaden M Indian J Palliat Care 2018","27. Damani A, Ghoshal A, Salins N, Deodhar J, Muckaden M. Prevalence and intensity of dyspnea in advanced cancer and its impact on quality of life. Indian J Palliat Care. 2018;24(1):44-50."
7247,1267314,20795765,29,Hepatic artery and portal vein Doppler indexes in non-alcoholic fatty liver disease before and after treatment to prevent unnecessary health care costs,Int J Prev Med,2014,"Tarzamni MK, Khoshbaten M, Sadrarhami S",vancouver,"Hepatic artery and portal vein Doppler indexes in non-alcoholic fatty liver disease before and after treatment to prevent unnecessary health care costs Tarzamni MK, Khoshbaten M, Sadrarhami S Int J Prev Med 2014","30. Tarzamni MK, Khoshbaten M, Sadrarhami S, et al. Hepatic artery and portal vein Doppler indexes in non-alcoholic fatty liver disease before and after treatment to prevent unnecessary health care costs. Int J Prev Med. 2014;5(4):472-477."
7257,1347571,24511390,6,Yeşil iş etiği: Bir ölçek geliştirme çalışması,Journal of Emerging Economies and Policy,2023,"Bayram, V., & Öztırak, M",apa,"Yeşil iş etiği: Bir ölçek geliştirme çalışması Bayram, V., & Öztırak, M Journal of Emerging Economies and Policy 2023","Bayram, V., & Öztırak, M. (2023). Yeşil iş etiği: Bir ölçek geliştirme çalışması. Journal of Emerging Economies and Policy, 8(2), 124-135."
7275,1209441,18360865,22,Yükseköğrenimine yeni başlayan Türkçe eğitimi bölümü öğrencilerinin yazma becerilerinin incelenmesi,Selçuk Üniversitesi Türkiyat Araştırmaları Dergisi,2011,"Çamurcu, D",apa,"Yükseköğrenimine yeni başlayan Türkçe eğitimi bölümü öğrencilerinin yazma becerilerinin incelenmesi Çamurcu, D Selçuk Üniversitesi Türkiyat Araştırmaları Dergisi 2011","Çamurcu, D. (2011). Yükseköğrenimine yeni başlayan Türkçe eğitimi bölümü öğrencilerinin yazma becerilerinin incelenmesi. Selçuk Üniversitesi Türkiyat Araştırmaları Dergisi, 29, 503-518"
